100000 100000
0 13436 85329
1 8537 98178
0 10119 88776
0 7589 88807
1 2585 99391
1 1691 86707
0 10898 96981
0 14765 83341
0 6229 96416
0 4223 85371
0 3776 99554
0 13406 99122
1 2645 93099
0 7542 82159
0 13743 84044
0 5333 82306
0 7225 83400
0 8650 94410
0 7079 97638
0 15886 93493
0 6179 87244
0 17422 93870
0 2978 93887
0 11028 88150
0 14568 85608
0 6523 88715
1 11383 84541
0 11198 91765
1 136 89752
0 15229 91344
0 5253 87870
0 8488 99556
0 2364 85673
0 8503 97468
0 6857 86971
1 18234 97660
0 18330 94977
1 8086 84894
1 2262 91098
0 6101 91121
0 13787 82840
0 9001 99232
0 7682 89561
0 3142 80889
1 5740 83378
1 8769 80517
0 9785 93135
0 15416 84485
0 2020 94630
0 5176 97034
1 12119 97391
0 13734 85434
0 10168 84370
0 14332 83243
0 17231 87568
0 2583 88857
0 7380 91114
0 13592 98831
0 10490 98947
0 9721 89135
0 6767 95611
0 17735 96115
0 15722 80335
0 12684 82705
0 174 80953
0 9876 84505
1 16598 97478
0 4399 82222
0 10947 86380
1 10773 93872
1 17268 80578
1 6151 97391
0 4567 81419
1 9275 91797
0 19941 88940
0 3376 83387
0 16768 92812
0 777 99450
0 6866 80363
0 19784 91690
0 6327 90741
1 3733 83524
0 8194 90475
0 16060 89406
1 17613 94292
0 15273 90857
0 3994 94981
0 4979 86870
1 11979 82987
1 13344 87067
0 3176 83477
0 11357 93853
1 2447 98337
0 10119 93798
0 7875 89399
0 14828 94017
0 4587 97470
1 12833 98132
0 1229 90700
1 3087 80985
0 17918 80924
1 17510 90888
0 18083 95572
0 8077 80715
0 17891 91956
0 18030 90864
0 7159 96225
0 6047 97656
0 466 86300
0 15981 94634
0 8393 99892
0 2830 81741
0 2228 91740
0 12872 82596
1 7399 85593
0 4787 81660
0 4600 92062
1 2561 98457
0 1550 96354
0 2073 87608
1 8431 96332
0 11996 91889
1 8218 92985
0 7926 84385
0 6748 94812
1 17691 99775
0 11878 88980
0 18910 90974
0 3409 98433
0 6615 84250
1 12905 82485
0 13142 93385
1 4606 99404
0 16111 86102
1 12283 81231
0 5180 87111
0 2508 92195
0 14130 81459
0 12627 93422
0 12638 98061
0 17558 98635
0 738 90100
0 8048 98907
0 1868 81843
0 8727 85552
0 15382 92837
0 16340 83055
0 16183 85990
1 8003 99676
1 17492 82521
0 14199 80041
0 16482 96950
0 14614 94588
1 16533 86373
1 342 88490
1 9807 88535
0 14802 86764
0 13960 88791
0 19773 99565
0 19495 82532
0 9274 84261
1 3998 85353
0 11494 96478
1 14120 99116
1 14409 90932
1 8542 86359
0 4687 90984
0 13455 85411
1 16375 82256
0 17118 91541
0 10965 84567
0 11183 81884
1 14841 99970
0 1222 89158
0 11432 90070
0 9109 90387
0 1008 95487
0 14281 95854
0 3516 81121
0 12286 98548
0 19082 99608
1 8434 94923
0 5780 82004
0 4978 82409
0 10067 94582
0 6389 94156
1 5461 81432
0 16143 86380
1 10166 95833
1 1594 94313
1 6670 88736
0 7018 96260
1 12151 93364
0 13132 83235
0 17701 98221
1 16290 80181
0 16255 85402
0 18009 87564
0 835 84291
0 14231 97774
0 4394 80478
0 9524 94671
1 17948 80821
1 15691 89768
0 4632 94382
1 18480 91732
1 19438 87929
0 10721 95141
0 8366 80736
0 7312 92179
0 17279 95987
0 10326 94422
0 2016 90595
1 8299 83570
0 12294 96307
0 276 95956
1 11222 87473
0 2121 95535
1 13738 85847
1 17160 83649
1 10174 99804
1 9412 89916
0 4840 96554
0 14790 82520
0 4538 91595
0 11292 95725
0 7016 91423
0 8042 90806
0 361 98362
0 11601 98452
0 6204 93010
1 2257 90672
0 7351 98002
0 14887 93758
1 12868 83604
0 12892 85680
0 4748 81103
0 15917 87917
0 18692 82059
1 8546 98342
0 5882 89328
0 8498 98806
0 5706 90940
1 4959 92825
1 12455 94962
1 2316 82582
0 18155 93903
0 6078 93407
1 817 98317
0 5773 83301
0 8063 83614
0 11174 96057
0 2664 92335
0 7066 92027
0 8503 98224
0 19361 91439
0 6893 95824
1 116 96552
0 9568 83730
0 2926 80576
0 15906 80575
0 186 93843
1 555 80386
1 13203 84196
1 4533 85083
0 7411 97643
1 18357 81389
0 12841 86767
1 2266 84958
0 15506 99552
0 5789 80763
0 12993 98197
0 12761 95847
0 8312 89573
0 16364 91177
0 9805 82344
0 17358 90659
0 3600 84757
1 11906 99557
1 6036 94648
0 4701 87008
0 15021 93287
0 7107 84921
0 3160 86304
0 9009 84425
0 16667 97861
1 19133 80991
0 13444 84099
1 16219 97752
0 10250 81896
0 10614 95064
1 1063 97863
0 13473 84963
1 985 99033
0 19812 94697
0 6588 95757
1 7776 95326
1 15052 80705
0 3916 98965
0 1726 84610
0 11385 82279
0 4169 85187
1 17559 93694
1 14602 84824
0 19654 91245
0 16775 90793
0 11358 98297
0 13056 84667
0 11236 91632
0 18400 82232
0 6986 97316
0 11670 99100
0 19996 82047
1 4930 82026
0 18917 95607
0 14039 96136
0 3641 84762
0 6114 80103
0 7120 82245
0 2262 85587
0 11741 91101
0 8855 91209
0 4900 82769
0 4477 92117
0 7872 88909
1 7062 97613
1 13262 84507
1 3424 84080
1 17556 89314
0 9887 92370
0 16462 93865
0 4752 96498
0 19523 96983
0 1775 93395
0 14098 81433
0 19115 94639
0 420 80742
0 16786 84443
1 16124 98591
0 3254 89278
1 9510 88097
0 4492 86597
1 14434 93947
0 18956 94564
0 14419 87921
0 9137 88039
0 17062 98194
0 11937 88867
1 19887 91081
1 10765 85395
0 973 94539
1 16442 80097
0 16913 82604
1 852 89850
1 16795 80748
1 6220 85148
1 3685 96239
1 7742 92492
1 7763 94068
0 12785 99567
1 7253 86680
0 15520 84550
1 10617 90141
1 564 89926
1 4180 84052
0 13679 86673
0 8315 83560
0 3141 88995
1 16415 93311
0 4386 81025
0 7298 83166
0 7280 83017
0 14589 93207
0 16826 97422
1 14123 87738
1 18695 81274
0 4229 89787
0 17662 98481
0 950 86692
1 3231 94666
0 17445 96021
0 7624 95463
0 7706 93273
0 17192 90099
1 18728 82266
0 19820 95746
0 16521 99181
0 16735 97055
0 3180 94391
0 1501 83110
0 5998 81776
0 9034 96228
0 13243 89143
0 18434 85497
0 16328 86066
0 2424 94394
1 13213 96611
1 19265 93992
0 17278 98468
0 1882 98329
0 14258 89624
0 10393 88081
0 7446 81530
0 17311 88457
0 19908 94120
0 15506 91894
0 9411 81209
0 12324 84872
0 3739 99791
1 14798 93057
0 1934 91930
1 11916 84361
0 8458 92818
1 3209 94302
0 13825 98843
1 8782 95196
1 4841 87461
0 5253 97500
0 609 89823
0 14017 84443
0 1468 86718
0 11096 91260
1 18767 90331
0 3781 93667
0 7276 81414
1 907 90788
0 19145 82749
0 18069 93245
1 9695 89640
0 14311 98153
0 851 81459
1 16321 97872
0 10505 97826
0 784 95055
0 13957 97499
1 74 82643
1 8298 88546
0 11526 83802
0 8501 96320
0 9215 90027
1 3919 94539
1 15258 82816
1 18371 87556
0 16691 98076
1 9661 99019
1 19281 99372
0 1631 96661
1 6028 97484
0 7140 92731
0 1134 87218
0 13423 95348
1 15984 90663
1 6791 94378
1 18813 92211
0 9183 89523
0 8002 91419
0 12283 97682
1 94 95660
0 15997 89858
1 15107 93730
1 19068 87233
0 4797 94641
0 12483 95993
0 11051 99062
0 10990 92916
1 9429 90035
0 3337 99616
1 17884 86379
1 5902 93152
0 15741 99685
0 1180 83975
0 16793 92623
0 5848 86153
1 17901 94570
0 4846 94987
1 8988 86271
1 18988 98780
1 8752 95463
0 19787 84636
0 10773 94192
0 1265 82733
0 19906 89213
1 15465 83476
0 19544 96748
0 1765 93491
0 19412 98641
1 4923 85179
0 4173 87435
1 9 92837
0 18465 94945
0 15617 91412
0 1992 80889
0 9074 89576
0 10364 87088
0 2988 98518
0 2766 84957
0 19463 95479
1 14256 97810
1 3933 89697
0 10987 96562
0 7899 89185
1 12267 91127
1 14280 88307
0 18739 86172
1 2606 83419
1 12592 80276
0 2220 91928
0 3065 87889
1 6072 92328
0 15392 96223
0 16575 88752
1 14147 83945
0 14840 86828
0 4506 95611
0 17020 91482
0 18966 86182
0 872 82879
1 8524 98150
0 6573 93864
0 9811 83959
1 7689 89180
0 19073 91858
0 3327 98903
0 2548 89326
0 3536 88762
1 19715 80400
1 6843 99870
0 12037 82704
0 13873 81730
0 5310 99659
0 14323 94620
1 6936 96838
1 13081 84355
0 11345 88189
1 740 95241
1 17403 96972
1 14780 88547
1 19840 87701
0 14201 87037
0 6403 94250
0 16451 89264
1 11143 83095
0 16174 82083
0 5399 81278
0 2148 85103
1 7214 92218
0 16913 94184
0 14550 97981
0 533 97495
0 14939 98376
0 7189 97953
0 6676 94785
0 4183 97182
0 7859 81314
0 16441 83918
1 4188 90093
0 931 98247
0 16875 97698
1 15305 98482
1 3526 90252
1 9532 84864
1 7704 82003
1 13852 94495
0 4327 93553
0 2752 91294
0 13785 82868
0 8342 90063
1 15596 81581
0 10545 94414
0 15227 99272
1 12384 91483
0 9127 86878
0 19218 99178
0 7371 94537
1 18356 90331
0 7966 87381
0 8711 91097
0 14430 91932
0 13140 91445
0 18121 85066
0 7021 95265
0 18480 94934
1 13459 87415
0 10574 82639
1 13851 98575
1 17970 84845
0 3349 85192
0 2770 93930
1 8512 87794
0 3967 90752
0 18561 80396
1 530 84791
0 15631 86243
0 14593 92368
0 8976 87585
0 13593 82629
0 3660 92320
1 3612 81074
1 19789 96353
1 9834 99909
1 1351 80027
0 6732 96135
1 384 85034
0 484 81785
1 13533 83820
1 529 91693
0 9971 98878
1 3037 89639
1 12248 96242
1 9513 85862
0 598 98462
0 8686 91425
0 2232 95328
0 5428 98215
0 2320 92121
1 2680 83075
1 15224 96971
0 584 96546
0 19425 84143
0 6083 90248
0 18175 84802
1 19763 86248
0 10013 89461
0 7648 96621
1 10509 96677
0 374 94878
1 2008 96757
0 12383 80925
1 19199 98134
0 2720 90268
0 17580 99401
0 16491 89138
0 8617 80630
1 16439 86978
0 19400 81626
0 8081 86487
0 14579 92801
0 8260 96988
0 15131 98818
1 9212 88447
0 12174 91299
0 18252 90254
1 466 90257
1 5611 85891
0 10360 98370
1 10489 85136
0 15886 87723
0 17077 88217
0 12709 87599
0 10622 98932
0 6701 83312
0 18508 89181
0 3032 88170
0 4521 83385
0 16803 96529
1 1444 81089
0 1085 95140
0 18672 84196
1 14936 99330
1 17751 92367
1 4909 97002
0 10657 89740
1 5407 87880
0 6887 92006
1 9254 97913
0 10777 99372
0 18643 98638
1 3390 80540
0 8469 90285
0 17857 81046
0 7119 88426
0 2878 84142
0 7477 92790
0 6391 94816
0 10725 91464
1 10621 99950
0 8756 99451
1 4007 90554
0 3823 85467
0 14155 96207
0 922 88036
0 8402 83800
0 11778 94309
0 5674 92671
0 12444 81548
0 17286 95229
1 6008 82302
0 588 85380
0 2934 80939
0 987 98459
0 4926 82195
0 5983 95333
0 13595 86812
1 18707 80669
0 7483 90929
0 16815 96041
0 809 88093
0 2305 94216
0 14609 80625
0 862 93962
0 6390 91864
0 14539 87955
1 15409 90628
0 72 82010
0 10508 99218
1 11366 99732
0 25 83230
1 16404 82855
0 106 80221
0 16386 88705
0 1670 81132
1 12829 92506
1 13050 80476
0 8472 92482
0 16143 98848
0 5659 96681
0 18604 82632
0 18071 95703
0 5184 82690
1 14285 89695
1 3650 92315
0 1987 97891
1 19945 80606
1 5962 89906
1 11748 93791
0 16279 92558
1 5242 89165
1 7325 86367
0 8319 93718
0 15766 95594
1 18642 94628
1 131 80094
0 9403 81018
0 9602 88334
0 13359 90752
0 9874 88995
1 16902 84077
1 17270 84738
0 9767 94260
0 18096 98944
0 14947 82630
0 13246 86688
0 18462 91639
0 597 97476
0 14322 86450
0 1687 85502
1 9465 90841
0 823 94626
0 3857 84180
1 19520 89465
0 16880 84441
0 9312 88487
0 1050 89135
0 7454 91735
0 102 88137
1 16197 94454
0 4980 85708
1 19906 98662
1 1883 88576
0 7347 90408
0 18090 82069
0 13021 86167
0 12871 88691
0 134 98311
0 8310 91924
0 18537 98963
1 828 96669
0 14152 85559
0 9366 91464
0 7884 89227
0 13714 88966
1 15197 93056
0 13061 94368
0 6507 90810
0 7611 87376
0 14209 80735
1 18553 90920
1 11197 85996
1 6620 96480
0 8612 90260
1 638 86353
0 7658 89150
1 9566 95096
0 5793 96531
1 10244 95466
0 19439 94807
0 9695 99758
0 13425 86219
0 3693 92801
0 2880 86896
0 873 81989
1 13646 90313
0 19629 84327
0 16902 81267
0 12195 80146
0 18369 83558
1 17846 84318
0 8995 90457
1 9171 98058
0 14431 89328
0 5841 88035
0 11625 80703
0 6268 92673
0 19154 90437
1 9915 91837
0 7469 86515
0 613 88254
0 14231 85081
0 17977 86434
1 12534 99153
0 25 89888
0 10511 86201
0 13171 85242
1 11738 90596
0 15549 86468
0 1231 88499
1 16900 87771
0 7589 95069
0 19093 84954
1 4944 82246
0 11497 96231
1 4593 94785
0 12294 80518
0 7541 85531
1 16198 83304
0 18561 86268
0 3433 84688
0 10231 91581
0 10126 91294
0 15340 97552
1 17632 96704
1 12640 91558
0 2178 89050
1 10362 94056
0 7613 88446
0 16090 83027
0 3354 81776
0 14511 80444
0 845 94373
1 10913 98008
0 580 81951
1 14676 85614
1 15866 95527
1 6927 82048
0 848 96892
1 8023 94217
0 14489 98270
0 291 87723
1 12289 88388
0 19488 86238
1 9276 98315
0 6846 83121
0 7037 95593
1 16723 81152
0 15158 98923
1 10519 99932
0 7328 93926
0 17213 93618
1 16695 81720
0 16157 83093
0 19667 97881
0 1597 88487
0 17144 81456
1 11579 96378
0 19559 82313
0 248 87702
1 16182 83580
0 10093 99671
1 15311 89896
1 579 88141
0 6436 80195
0 6130 80248
0 19186 99887
0 12091 99947
0 1054 81758
0 6515 91580
0 10551 84555
0 6538 96979
1 13872 98450
0 5913 84665
0 10925 84852
1 1737 81885
1 14775 97793
0 15204 82155
0 11237 94021
0 11949 86512
0 18953 95055
0 12469 94489
0 9966 96075
0 8006 90804
0 7633 93013
0 3804 91503
0 10428 96330
1 11491 92445
1 1730 81555
0 16473 85380
0 4989 97770
0 5977 80896
0 3899 85885
1 9363 93231
0 18442 80323
0 17621 82184
1 7666 91523
1 18400 88472
0 8314 92792
1 9206 80275
0 8458 95645
0 4638 92535
1 18249 87820
0 19915 81971
0 6792 95744
0 5592 96549
0 18806 99287
0 15332 93146
0 9998 82811
0 5179 80823
0 17356 95923
1 16714 86090
0 13654 87746
0 19856 93701
1 2597 95803
0 14501 98121
0 17714 81636
1 17213 81900
1 13447 90878
0 15079 83386
0 17613 93473
0 11276 95117
1 19693 82698
0 11434 96994
1 17286 96094
0 875 80179
0 7480 83255
1 6345 89789
0 4675 98664
1 16712 94961
1 17269 96395
0 4204 93817
0 18814 81990
0 15248 83992
0 2529 84237
0 4529 96142
1 17406 93059
1 11381 99400
0 4596 89748
0 16293 97852
1 6425 84929
0 6708 84919
0 3462 96077
0 2363 99828
1 5496 95747
1 5979 94332
1 12753 80112
0 18933 80879
0 14711 81343
0 503 86925
1 9640 89880
0 12888 91956
1 10677 95689
0 15126 87131
1 16558 88288
0 8910 86995
0 976 99947
0 281 93535
0 16552 98051
1 9199 85921
0 5823 95452
1 12592 96599
0 8904 83830
0 13291 90912
1 5687 81858
0 14431 86236
1 877 95302
1 8054 99400
0 4630 94696
0 17614 98842
1 228 81272
0 17130 96428
1 18234 88881
1 11968 80095
0 14327 97964
1 9505 92614
0 12186 86728
0 17661 81148
1 7279 86444
0 4891 82693
0 4848 87029
0 11811 84736
1 2725 80593
0 5712 96806
0 14958 88202
1 16880 91918
0 12778 80791
1 14135 89372
0 18097 89746
0 13762 84314
0 19840 86129
0 12752 94419
1 6037 98608
0 11747 97174
1 11098 82461
0 8067 81723
0 16772 85013
0 14272 98952
0 11325 92738
1 2691 99635
1 2115 97889
0 5251 85832
0 5529 87381
0 1640 86842
0 4661 80514
1 9623 81732
0 14538 93213
1 1867 82911
1 15869 80962
0 18782 93110
0 15403 99202
1 8406 98204
1 810 87446
0 8931 95249
0 5374 93570
0 2086 94262
1 15053 87530
1 4333 85725
0 10864 89139
1 17395 82773
1 15703 94329
0 19743 95620
0 15650 98266
0 18979 90209
0 12223 84096
0 1922 92668
0 433 93506
0 14394 86931
1 16691 97149
1 17513 96071
0 1129 92859
0 17547 83489
1 8840 84927
0 7946 90291
0 168 91065
0 1657 85570
0 10617 84187
0 12692 89494
0 131 83228
1 1886 85357
0 10652 89173
0 10440 81805
0 13267 85787
1 305 91757
0 2642 92272
1 2544 82085
1 10131 92504
0 11394 82780
0 18691 93898
0 14942 86527
0 8869 92086
1 17821 99046
0 14299 89407
0 3098 80608
0 9186 93162
0 8665 88393
0 6094 84372
0 16383 85777
0 550 85240
0 16631 96791
1 18374 98218
0 5683 98401
1 9328 94588
0 19994 80594
1 17300 93603
1 18756 81336
0 12301 99282
1 2863 87370
1 4785 81520
0 597 97460
1 7275 95088
0 19597 88794
1 10601 98727
0 4773 90829
1 18963 92884
0 6292 96267
0 14643 95338
0 4348 85445
0 14763 81543
1 9478 83922
1 19959 98000
0 8301 92009
1 14676 93368
0 1857 87835
1 5997 80464
0 7262 94700
0 15615 83201
1 179 98444
0 10776 85424
1 2605 91325
0 9059 96866
0 2856 90664
0 17216 86891
0 19184 93107
0 13333 96895
1 651 94247
0 6985 88359
0 4456 83608
1 10080 84556
1 8158 90438
0 19094 90311
1 5216 82745
0 19893 88249
1 262 98212
1 3586 97372
0 15955 96142
1 13508 99436
0 15986 83788
0 318 97361
1 5356 88518
0 18863 92457
1 18410 84178
0 11065 81423
0 16940 85903
0 5606 99121
0 56 90964
0 16122 94485
1 11326 90865
0 10361 96892
0 12915 97173
0 4656 87518
0 6411 88757
0 14474 93711
0 18029 94406
0 2720 81946
1 12570 84346
1 7651 87447
0 6816 83204
1 7936 80304
0 18357 81384
0 698 86867
0 935 87256
0 7099 94719
0 11197 82524
0 1907 86191
1 13377 95801
0 9127 88963
0 11111 98220
1 6841 97004
0 4445 91867
0 14895 84762
0 8262 82640
1 8709 84267
1 11255 81247
1 16731 85425
1 15272 81054
1 5527 97271
1 3122 98671
1 7402 80574
1 5033 89957
1 1372 91677
0 18408 92498
0 5184 83812
0 14279 99120
0 1596 92201
0 11765 97954
0 14608 86106
0 16540 84084
0 8188 85239
0 4870 86198
1 11540 96601
1 3055 90264
0 11723 83747
0 15662 87937
0 19656 93834
1 19529 88479
0 9181 95176
1 12137 82633
1 13761 86693
0 19147 98982
0 18439 93435
0 17475 85748
0 18839 96241
0 9876 93463
0 17707 81584
1 7178 80563
0 8040 87225
0 13506 94301
0 13062 97434
1 9364 87334
0 8932 83129
0 14069 93616
0 3185 95554
1 8512 98517
1 18747 95122
0 10272 94586
0 4001 99946
0 19364 84462
0 1062 99593
0 4780 81879
0 4610 99361
0 5059 82825
0 15228 86534
1 7819 96860
0 4580 86926
0 11654 80695
0 5061 84674
0 19199 98001
1 8363 84248
1 5226 81688
0 5911 85923
1 11474 90487
1 12401 83994
0 8632 80270
0 12855 81077
0 17602 99196
1 11447 94890
0 3075 82048
0 12927 84259
0 13593 84442
0 17456 96633
0 9722 99391
1 13976 85654
1 4091 95364
0 12906 83010
0 7336 99969
0 10061 80978
0 2981 99280
0 10846 88394
0 18199 97116
1 16404 95293
0 14916 94257
0 17331 85134
0 12977 95546
0 3362 89037
0 9037 81751
1 1389 82308
0 12273 98043
1 11444 98433
1 9883 94244
1 5538 83339
0 17657 85664
1 5595 98047
0 1361 84330
0 16469 85327
0 16876 80793
0 10297 88521
0 14716 97549
1 6067 95413
1 5563 89050
1 12385 95140
0 4207 88457
0 19386 88136
0 14752 99137
1 14675 94616
0 3199 82314
0 17656 98318
0 13462 91490
1 3136 98070
1 7637 90300
0 17177 86763
0 13754 94489
0 8276 86498
0 2510 89017
1 12079 87395
0 14103 88514
0 10367 83609
0 4603 92672
1 9668 87417
1 5641 86630
1 12728 99600
0 8943 98321
1 14730 91659
1 15346 93032
1 10699 83661
1 19638 99054
0 2072 86701
0 16200 88796
0 3750 84244
1 7881 99958
1 5082 95572
1 2118 88038
0 8666 85019
0 12993 91337
1 17251 86837
1 7314 94436
0 12966 96162
0 10989 88100
1 3410 83052
0 18422 80194
0 6363 86608
0 10708 90580
1 2783 88435
0 18367 92424
0 4641 85411
0 13543 86287
0 7648 85611
1 3965 80906
1 10627 89729
1 15891 86926
0 11699 99967
0 1107 83853
1 13500 87676
0 11645 87808
1 12024 93095
1 5104 98731
0 13947 87344
1 13592 84535
0 6418 98343
1 3909 92958
1 13832 80885
0 16527 99010
0 8620 89935
0 14886 88375
0 13281 99898
0 15798 93865
1 2059 85678
0 6118 81634
1 12680 88105
1 2039 95674
0 75 99720
0 3431 82898
0 5294 88967
0 9556 91524
0 693 96576
0 182 99957
0 5702 96823
0 3305 82058
0 5917 94739
0 1697 87754
1 9712 81210
1 15596 82576
0 6756 92993
1 18603 94383
1 16305 93085
0 5992 97842
0 5893 92958
1 13191 90574
0 4291 94231
0 7833 85574
0 5399 93145
0 4334 96985
0 19039 80243
0 14625 94412
1 6885 88229
1 1984 90744
0 14875 92188
0 5605 82632
0 6390 84698
0 16193 91087
1 14062 82646
1 4850 81969
1 8394 96331
1 3081 94297
0 6689 93566
1 11690 92277
0 9877 84522
1 17624 86597
1 18724 98992
0 3206 92647
1 13381 92594
0 7315 91178
0 1851 91509
0 19417 83886
0 15513 96310
0 3997 84337
0 14525 90418
1 5705 93326
0 3097 88357
0 17042 93736
0 369 93962
1 5842 99320
1 19769 92039
0 4952 97262
0 16960 93723
0 19873 80149
1 9437 82544
1 3213 84153
0 9032 82017
0 1189 80493
1 9375 99491
0 2090 86074
0 10004 99776
0 19213 90161
1 7621 82645
0 9999 94140
0 19636 85595
0 6709 92846
0 5594 84029
0 5333 90902
0 4444 92053
0 1935 99885
0 10459 99258
0 14582 92245
1 13105 98284
0 12546 85951
1 7134 99781
0 3897 90571
0 12699 94458
1 16022 82201
0 11376 85874
0 493 89207
1 2745 81140
0 14083 87739
0 12575 95338
0 5603 81656
0 17695 82360
1 16164 88954
0 8379 84931
1 14236 90646
0 19596 91238
0 11338 90247
1 281 89481
0 13837 92207
0 6965 91941
0 14949 92702
1 13567 99307
0 4254 99162
1 4674 92487
0 7347 98727
0 12735 93793
1 5682 97130
0 15911 97207
0 2984 81245
0 934 99470
0 16681 88918
0 13856 97479
0 2170 96789
1 1225 97790
0 1059 85784
1 17593 89714
0 18041 89064
0 14486 92217
0 10798 82271
0 974 97512
0 2273 91111
0 18109 97031
0 3686 85814
0 9475 85559
0 8184 86046
1 4298 87436
0 6677 86672
0 9615 84223
1 10648 94123
1 19691 87437
0 5366 92207
0 1669 95420
1 19012 99600
0 10570 96166
0 15391 84680
0 17314 94807
0 13230 86846
1 9548 86649
1 1761 97242
0 1310 87228
0 454 86802
0 18231 99867
1 8899 80229
1 8951 81426
0 12342 82984
0 14448 88880
0 10790 85759
0 11468 80556
0 17707 91981
0 19165 86335
0 11841 82269
1 1143 93830
1 2274 91669
0 5701 89012
0 18924 84838
1 366 88168
0 15788 97153
0 17508 91028
1 17892 99338
1 9954 91569
0 487 98606
0 3334 86019
1 14380 88558
0 3348 90799
0 11739 98281
1 3924 88422
1 3537 87506
0 4691 95935
0 12638 87668
0 6372 98283
0 6655 91839
0 6721 97452
1 4240 92111
1 19699 89185
0 9601 81482
1 17102 91831
1 14487 82724
0 248 90986
0 11113 88332
0 17234 85991
0 8526 97082
0 12374 89649
0 7979 91292
1 344 94533
1 16771 91541
0 13165 91854
0 12817 97902
0 17554 84995
0 18948 84789
0 204 81270
1 3326 82529
0 8050 93809
1 6374 83926
0 16263 81687
0 18413 98566
1 18628 85030
0 7345 87775
1 18714 92191
0 18625 86194
1 2446 93595
1 6930 95579
0 14538 96707
0 7037 98608
0 8170 97183
0 14538 87340
1 7957 88637
0 13437 86592
0 10972 97830
1 17809 95997
0 13479 85727
0 16422 87173
0 19641 95098
0 9746 87041
0 16606 91202
0 6228 97287
0 13056 86698
1 8380 99523
0 10545 89412
0 8526 92471
0 11838 94740
0 11920 95955
0 18742 89555
1 16075 89485
0 3051 95433
0 12044 80202
1 14795 90469
0 10509 85084
1 14476 92607
1 19236 93894
0 11155 99828
1 239 86404
1 17920 89786
0 17135 92912
0 17452 91088
1 13263 88305
0 9462 92497
0 9790 96706
0 3627 87931
0 8931 96257
0 17159 92920
1 373 95502
0 2524 86587
0 8573 90229
0 18878 92879
0 16777 83515
1 16090 89798
0 18100 84679
0 16627 88602
1 19233 85103
0 13802 92531
1 13617 89628
0 4190 85203
1 19205 84377
0 17863 95180
0 12070 86291
1 19088 94523
0 18007 99344
1 2405 82295
1 8457 86195
1 11364 89551
0 1029 82896
0 12314 98327
1 11216 91468
1 658 80687
0 4056 80129
1 4246 98206
0 19181 80495
0 16770 81574
0 12970 84864
1 19766 95349
0 9222 91426
0 17778 88406
1 15055 95416
1 9752 80357
0 18017 99461
0 19555 81735
0 17696 90861
0 3646 88586
0 5164 93796
0 15590 99612
1 4791 89415
0 18348 95689
0 12627 93162
0 19200 92905
0 9491 90916
0 16384 98599
0 18736 86013
0 19262 88168
0 19061 99412
0 16937 82988
1 17863 82246
0 459 80866
1 155 82170
0 8636 94634
1 7654 92281
0 2588 82729
0 2744 86151
0 4000 86695
1 5646 92370
0 5037 93541
0 580 86771
0 19836 95251
0 7331 84624
0 11938 93688
1 17241 83617
1 42 90991
0 3709 94957
0 11341 81986
0 8232 99448
0 19633 87721
0 9525 88867
0 2443 93579
0 2490 88608
0 10070 99104
0 14179 93856
1 14724 95120
1 10321 98777
0 19289 98777
0 8082 92386
0 15568 91885
0 7991 87293
1 12987 91452
1 16395 80019
0 19089 85025
1 4344 99510
1 18711 86833
1 8879 92965
0 6315 92243
1 4230 84204
0 370 94498
0 13143 96150
0 13916 91668
0 11746 94298
0 16107 82593
1 4419 83930
0 9917 88168
1 19445 96122
0 19582 86024
0 10861 81469
0 15829 91746
0 6634 98772
0 11454 94967
1 1946 85290
0 13083 91757
1 12294 95934
0 1104 98778
0 3962 97663
0 16900 83639
0 12118 90030
0 18290 83638
0 18968 80628
0 4791 88056
0 14081 99895
0 7353 83903
1 7820 84509
1 12139 98151
1 19115 84490
0 7567 81433
1 15711 92884
1 12919 87009
1 5206 85084
0 14891 99870
0 6205 89648
0 6422 88430
0 15208 99702
0 13032 89219
0 575 90637
1 11279 99712
0 10423 90979
1 14151 85095
0 10205 85032
0 19237 80804
0 3475 88445
0 1169 95774
0 14170 96598
0 10881 81600
0 10519 88277
1 10802 85288
0 7049 88253
1 18588 85644
0 11012 83716
1 8736 99924
0 1213 91335
0 17522 85921
0 10624 92809
0 13773 82443
0 17801 81737
1 12027 80736
0 219 84824
0 5025 95643
0 18862 91239
0 19562 97770
1 14801 91238
1 6496 98369
0 14798 81233
1 6389 97735
1 3248 88268
1 16204 92685
0 18844 86984
1 8927 99723
0 7349 88397
0 9563 85484
1 7175 99861
0 16688 84583
0 996 82747
0 3297 83843
0 7479 89906
1 4383 99363
1 19670 80038
0 11826 89324
1 17411 84551
0 1214 86687
0 8018 96224
0 14016 83340
0 17598 93887
0 19222 92823
1 17056 85962
0 13150 83276
1 17006 93723
1 8912 91708
0 7979 92223
0 19294 98865
1 12376 91057
0 4791 83872
1 12819 91871
0 11172 83257
1 10088 90399
1 816 84715
1 11994 94270
0 18406 98948
0 7555 85198
0 17864 87474
0 18488 99502
0 14621 93668
0 16822 93420
0 18955 89995
0 301 85766
1 7273 98458
0 9763 90511
0 5031 84171
0 15733 98137
1 2460 99887
0 5215 84861
0 12035 98626
0 19417 96001
0 12902 95953
1 4456 83216
0 3256 87717
1 15703 84485
1 6073 92006
1 10236 92123
